Country Name,Country Name,Country Code,Government Type,Capital City,Date of Founding/Independence,Latitude of Capital,Longitude of Capital,Telephones - fixed lines,Telephones - mobile cellular,Internet users,Broadband - fixed subscriptions,GDP (purchasing power parity),GDP - real growth rate,GDP - per capita (PPP),Gross national saving,Industrial production growth rate,Labor force,Unemployment rate,Distribution of family income - Gini index,Taxes and other revenues,Budget surplus (+) or deficit (-),Public debt,Inflation rate (consumer prices),Central bank discount rate,Commercial bank prime lending rate,Stock of narrow money,Stock of broad money,Stock of domestic credit,Market value of publicly traded shares,Current account balance,Exports,Imports,Reserves of foreign exchange and gold,Debt - external,Stock of direct foreign investment - at home,Stock of direct foreign investment - abroad,Electricity - production,Electricity - consumption,Electricity - exports,Electricity - imports,Electricity - installed generating capacity,Electricity - from fossil fuels,Electricity - from nuclear fuels,Electricity - from hydroelectric plants,Electricity - from other renewable sources,Crude oil - production,Crude oil - exports,Crude oil - imports,Crude oil - proved reserves,Refined petroleum products - production,Refined petroleum products - consumption,Refined petroleum products - exports,Refined petroleum products - imports,Natural gas - production,Natural gas - consumption,Natural gas - exports,Natural gas - imports,Natural gas - proved reserves,Carbon dioxide emissions from consumption of energy,Area,Military expenditures,Population,Median age,Population growth rate,Birth rate,Death rate,Net migration rate,Maternal mortality rate,Infant mortality rate,Life expectancy at birth,Total fertility rate,Obesity - adult prevalence rate,Children under the age of 5 years underweight,Education expenditures,"Unemployment, youth ages 15-24",Airports,Railways,Roadways,Merchant marine
Burma,Burma,MM,parliamentary government,Rangoon,1/4/1948,16 48 N,96 09 E,"556,112","47,951,228","14,264,308","404,932","$329,800,000,000 ",6.8,"$6,300 ",17.7,8.9,"22,300,000",4,unknown,13.5,-3.2,33.6,4,9.95,13,"$18,780,000,000 ","$18,780,000,000 ","$28,240,000,000 ",unknown,"($2,900,000,000)","$9,832,000,000 ","$15,780,000,000 ","$4,924,000,000 ","$6,594,000,000 ",unknown,unknown,"17,320,000,000","14,930,000,000",0,0,"5,205,000.00",39,0,61,1,"11,000","1,824",0,"139,000,000","13,330","123,000",0,"102,600","18,410,000,000","4,502,000,000","14,070,000,000",0,"637,100,000,000","27,010,000.00","676,578.00",2.93,"55,622,506",28.5,0.89,17.7,7.3,-1.5,250,34.4,68.6,2.13,5.8,18.5,2.2,4,64,"5,031","157,000",95
Namibia,Namibia,unknown,republic,Windhoek,3/21/1990,22 34 S,17 05 E,"193,125","2,647,853","756,118","63,894","$26,600,000,000 ",-0.8,"$11,200 ",16.7,-0.4,"956,800",34,59.7,32.2,-5.5,41.3,6.1,7,10.04,"$3,425,000,000 ","$3,425,000,000 ","$8,582,000,000 ","$1,305,000,000 ","($438,000,000)","$3,995,000,000 ","$5,384,000,000 ","$2,432,000,000 ","$7,969,000,000 ",unknown,unknown,"1,403,000,000","3,891,000,000","88,000,000","3,073,000,000","535,500.00",28,0,64,8,0,0,0,0,0,"27,000",80,"26,270",0,0,0,0,"62,290,000,000","3,958,000.00","824,292.00",3.35,"2,533,224",21.4,1.91,26.8,7.7,0,195,33.8,64.4,3.21,17.2,13.2,3.1,44.9,112,"2,628","48,875",10
Nauru,Nauru,NR,republic,none,1/31/1968,unknown,unknown,"1,900","9,900","5,100",unknown,"$160,000,000 ",4,"$12,300 ",unknown,unknown,unknown,23,unknown,90.3,-9.2,62,5.1,unknown,unknown,unknown,unknown,unknown,unknown,"$5,000,000 ","$125,000,000 ","$64,900,000 ",unknown,"$33,300,000 ",unknown,unknown,"24,000,000","22,320,000",0,0,"7,000.00",86,0,0,14,0,0,0,0,0,470,0,449,0,0,0,0,0,"76,540.00",21,unknown,"9,692",26.7,0.51,23.2,5.9,-12.3,unknown,7.7,67.8,2.76,61,unknown,unknown,26.6,1,unknown,30,unknown
Nepal,Nepal,NP,federal democratic republic,Kathmandu,1768,27 43 N,85 19 E,"861,299","32,120,305","5,716,419","224,184","$79,190,000,000 ",7.9,"$2,700 ",45.4,12.4,"16,810,000",3,32.8,23.8,-0.1,26.4,4.5,7,11.3,"$5,505,000,000 ","$5,505,000,000 ","$21,990,000,000 ","$17,570,000,000 ","($93,000,000)","$818,700,000 ","$10,000,000,000 ","$9,091,000,000 ","$5,849,000,000 ","$103,000,000 ",unknown,"4,244,000,000","4,983,000,000","2,690,000","2,175,000,000","943,100.00",5,0,92,3,0,0,0,0,0,"27,000",0,"26,120",0,0,0,0,0,"8,396,000.00","147,181.00",1.44,"29,717,587",24.5,1.09,19.1,5.6,-2.5,186,26.9,71.3,2.07,4.1,27.2,5.2,unknown,47,59,"27,990",unknown
Netherlands,Netherlands,NL,constitutional monarchy,Amsterdam,2/12/1579,52 21 N,4 55 E,"6,551,000","20,532,000","15,385,203","7,210,800","$924,400,000,000 ",2.9,"$53,900 ",31.2,3.3,"7,969,000",4.9,30.3,43.4,1.1,56.5,1.3,0,1.33,"$419,000,000,000 ","$419,000,000,000 ","$1,687,000,000,000 ","$652,700,000,000 ","$87,460,000,000 ","$555,600,000,000 ","$453,800,000,000 ","$38,440,000,000 ","$4,063,000,000,000 ","$5,499,000,000,000 ","$6,579,000,000,000 ","109,300,000,000","108,800,000,000","19,340,000,000","24,260,000,000","34,170,000.00",75,1,0,23,"18,000","7,984","1,094,000","81,130,000","1,282,000","954,500","2,406,000","2,148,000","45,330,000,000","43,380,000,000","51,250,000,000","51,000,000,000","801,400,000,000","250,200,000.00","41,543.00",1.36,"17,151,228",42.7,0.38,10.9,9,1.9,5,3.5,81.5,1.78,20.4,unknown,5.5,8.9,29,"3,058","139,124","1,233"
New Zealand,New Zealand,NZ,parliamentary democracy and a Commonwealth realm,Wellington,9/26/1907,41 18 S,174 47 E,"1,368,000","6,400,000","3,958,642","1,582,000","$189,000,000,000 ",3,"$39,000 ",21,1.8,"2,655,000",4.7,36.2,36.8,1.6,31.7,1.9,1.75,5.1,"$46,520,000,000 ","$46,520,000,000 ","$304,200,000,000 ","$80,050,000,000 ","($5,471,000,000)","$37,350,000,000 ","$39,740,000,000 ","$20,680,000,000 ","$91,620,000,000 ","$84,190,000,000 ","$16,740,000,000 ","42,530,000,000","39,500,000,000",0,0,"9,301,000.00",23,0,58,20,"24,000","26,440","108,900","51,800,000","115,100","169,100","1,782","56,000","5,097,000,000","5,182,000,000",0,0,"33,700,000,000","37,750,000.00","268,838.00",1.16,"4,545,627",38.1,0.77,13.1,7.6,2.2,9,4.4,81.4,2.01,30.8,unknown,6.4,12.7,123,"4,128","94,000",111
Nicaragua,Nicaragua,NI,republic,Managua,9/15/1821,12 08 N,86 15 W,"375,856","8,179,876","1,466,152","210,124","$36,400,000,000 ",4.9,"$5,900 ",24,3.5,"3,046,000",6.4,47.1,28,-2,33.3,3.9,3,10.8,"$1,162,000,000 ","$1,162,000,000 ","$6,461,000,000 ","$1,568,000,000 ","($694,000,000)","$3,819,000,000 ","$6,613,000,000 ","$2,758,000,000 ","$11,310,000,000 ",unknown,unknown,"4,454,000,000","3,590,000,000","17,870,000","205,000,000","1,551,000.00",56,0,9,35,0,0,"16,180",0,"14,720","37,000",460,"20,120",0,0,0,0,0,"5,405,000.00","130,370.00",0.61,"6,085,213",26.2,0.97,17.5,5.2,-2.6,198,17.7,73.7,1.87,23.7,4.6,4.3,8.5,147,unknown,"23,897",5
Niger,Niger,NE,republic,Niamey,8/3/1960,13 31 N,2 07 E,"114,352","8,778,884","805,702","8,650","$21,860,000,000 ",4.9,"$1,200 ",22.4,6,"6,500,000",0.3,34,21.4,-5,45.3,2.4,4.25,5.4,"$1,804,000,000 ","$1,804,000,000 ","$1,506,000,000 ",unknown,"($1,160,000,000)","$4,143,000,000 ","$1,829,000,000 ","$1,314,000,000 ","$3,728,000,000 ",unknown,unknown,"494,700,000","1,065,000,000",0,"779,000,000","184,000.00",95,0,0,5,"9,000",0,0,"150,000,000","15,280","14,000","5,422","3,799",0,0,0,0,0,"2,534,000.00","1,267,000.00",2.45,"19,866,231",15.5,3.16,43.6,11.5,-0.5,509,79.4,56.3,6.35,5.5,31.4,3.5,0.7,30,unknown,"18,949",1
Nigeria,Nigeria,NG,federal republic,Abuja,10/1/1960,9 05 N,7 32 E,"139,344","144,920,170","47,759,904","74,004","$1,121,000,000,000 ",0.8,"$5,900 ",18.2,2.2,"60,080,000",16.5,48.8,3.4,-1.8,21.8,16.5,4.25,17.58,"$36,130,000,000 ","$36,130,000,000 ","$84,660,000,000 ","$53,070,000,000 ","$10,380,000,000 ","$1,146,000,000 ","$32,670,000,000 ","$38,770,000,000 ","$40,960,000,000 ","$116,900,000,000 ","$16,930,000,000 ","29,350,000,000","24,720,000,000",0,0,"10,520,000.00",80,0,19,0,"1,989,000","2,096,000",0,"37,450,000,000","35,010","325,000","2,332","223,400","44,480,000,000","17,240,000,000","27,210,000,000",0,"5,475,000,000,000","104,000,000.00","923,768.00",0.51,"203,452,505",18.3,2.54,35.2,9.6,-0.2,917,63.3,59.3,4.85,8.9,31.5,unknown,12.4,54,"3,798","195,000",576
Norway,Norway,NO,constitutional monarchy,Oslo,6/7/1905,59 55 N,10 45 E,"745,182","5,721,255","5,122,904","2,134,105","$381,200,000,000 ",1.9,"$72,100 ",34.3,1.5,"2,797,000",4.2,26.8,54.4,4.4,36.5,1.9,6.25,2.89,"$237,700,000,000 ","$237,700,000,000 ","$640,400,000,000 ","$193,900,000,000 ","$22,010,000,000 ","$102,800,000,000 ","$95,060,000,000 ","$65,920,000,000 ","$642,300,000,000 ","$236,500,000,000 ","$196,300,000,000 ","147,700,000,000","122,200,000,000","15,530,000,000","5,741,000,000","33,860,000.00",3,0,93,4,"1,517,000","1,383,000","36,550","6,376,000,000","371,600","205,300","432,800","135,300","123,900,000,000","4,049,000,000","120,200,000,000","5,663,000","1,782,000,000,000","39,800,000.00","323,802.00",1.8,"5,372,191",39.3,0.94,12.2,8,5.3,2,2.5,82,1.85,23.1,unknown,8,10.4,95,"4,200","94,902","1,581"
Oman,Oman,OM,monarchy,Muscat,1650,23 37 N,58 35 E,"497,716","6,943,910","2,342,483","348,926","$190,100,000,000 ",-0.9,"$46,000 ",16.1,-3,"2,255,000",unknown,unknown,31.3,-13.8,46.9,1.6,2,5.2,"$12,850,000,000 ","$12,850,000,000 ","$48,470,000,000 ","$41,120,000,000 ","($10,760,000,000)","$103,300,000,000 ","$24,120,000,000 ","$16,090,000,000 ","$46,270,000,000 ",unknown,unknown,"32,160,000,000","28,920,000,000",0,0,"8,167,000.00",100,0,0,0,"979,000","844,100",0,"5,373,000,000","229,600","188,000","33,700","6,041","31,230,000,000","21,940,000,000","11,160,000,000","1,982,000,000","651,300,000,000","68,940,000.00","309,500.00",8.17,"4,613,241",25.8,2,23.7,3.3,-0.4,19,12.4,75.9,2.8,27,9.7,6.8,13.7,132,unknown,"60,230",51
Pakistan,Pakistan,PK,federal republic,Islamabad,8/14/1947,33 41 N,73 03 E,"2,940,243","144,525,637","31,338,715","1,829,673","$1,061,000,000,000 ",5.4,"$5,400 ",12,5.4,"63,890,000",6,30.7,15.4,-5.8,67,4.1,5.75,6.98,"$109,900,000,000 ","$109,900,000,000 ","$155,900,000,000 ","$43,680,000,000 ","($12,440,000,000)","$32,880,000,000 ","$53,110,000,000 ","$18,460,000,000 ","$82,190,000,000 ","$43,210,000,000 ","$1,983,000,000 ","109,700,000,000","92,330,000,000",0,"490,000,000","26,900,000.00",62,5,27,7,"90,000","13,150","168,200","332,200,000","291,200","557,000","25,510","264,500","39,050,000,000","45,050,000,000",0,"6,003,000,000","588,800,000,000","179,500,000.00","796,095.00",4.03,"207,862,518",24.1,1.41,21.6,6.3,-1.2,140,50.4,68.4,2.55,8.6,23.1,2.9,7.8,151,"11,881","263,775",53
Palau,Palau,PW,constitutional government,Melekeok,10/1/1994,7 29 N,134 38 E,"7,204","24,000","7,650",unknown,"$264,000,000 ",-3.7,"$14,700 ",48.7,unknown,"11,610",1.7,unknown,66.1,8.8,24.1,0.9,unknown,unknown,unknown,unknown,unknown,unknown,"($53,000,000)","$23,170,000,000 ","$4,715,000,000 ",$0 ,"$18,380,000,000 ",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,459,unknown,"21,516",33.6,0.4,11.3,8.2,0.8,unknown,10.3,73.6,1.7,55.3,unknown,unknown,unknown,3,unknown,125,unknown
Panama,Panama,PA,constitutional democracy,Panama City,11/3/1903,8 58 N,79 32 W,"603,638","5,977,641","2,000,833","446,076","$104,100,000,000 ",5.4,"$25,400 ",38.9,6.3,"1,633,000",6,50.7,20.1,-1.6,37.8,0.9,unknown,7.52,"$8,347,000,000 ","$8,347,000,000 ","$51,050,000,000 ","$12,540,000,000 ","($3,036,000,000)","$15,500,000,000 ","$21,910,000,000 ","$2,703,000,000 ","$91,530,000,000 ","$56,700,000,000 ","$11,380,000,000 ","10,600,000,000","8,708,000,000","139,000,000","30,000,000","3,400,000.00",36,0,51,13,0,0,0,0,0,"146,000",66,"129,200",0,0,0,0,0,"26,080,000.00","75,420.00",unknown,"3,800,644",29.5,1.24,17.6,5,-0.2,52,9.6,78.9,2.28,22.7,unknown,3.2,10.8,117,77,unknown,"7,914"
Papua New Guinea,Papua New Guinea,PG,constitutional parliamentary democracy,Port Moresby,9/16/1975,9 27 S,147 11 E,"154,000","3,782,000","652,071","17,000","$30,190,000,000 ",2.5,"$3,700 ",36.8,3.3,"3,681,000",2.5,50.9,18.4,-4.8,36.9,5.4,14,8.4,"$5,409,000,000 ","$5,409,000,000 ","$7,091,000,000 ","$10,710,000,000 ","$4,859,000,000 ","$8,522,000,000 ","$1,876,000,000 ","$1,735,000,000 ","$17,940,000,000 ",unknown,unknown,"3,481,000,000","3,237,000,000",0,0,"900,900.00",63,0,30,7,"45,000","55,600","22,220","183,800,000","22,170","37,000",0,"17,110","11,180,000,000","99,110,000","11,100,000,000",0,"210,500,000,000","6,082,000.00","462,840.00",0.27,"7,027,332",23.4,1.67,23.3,6.6,0,145,35.3,67.5,2.97,21.3,27.8,unknown,3.6,561,unknown,"9,349",173
Paraguay,Paraguay,PY,constitutional republic,Asuncion,5/14/1811,25 16 S,57 40 W,"290,109","7,468,275","3,524,045","278,169","$88,910,000,000 ",4.8,"$12,800 ",18.6,2,"3,428,000",5.7,51.7,14.2,-1.1,19.5,3.6,5.5,17,"$5,117,000,000 ","$5,117,000,000 ","$12,910,000,000 ","$962,300,000 ","($298,000,000)","$11,730,000,000 ","$11,350,000,000 ","$7,877,000,000 ","$17,700,000,000 ","$6,235,000,000 ","$705,100,000 ","63,130,000,000","10,900,000,000","41,130,000,000",0,"8,870,000.00",0,0,99,1,0,0,0,0,0,"43,000",0,"40,760",0,0,0,0,0,"7,740,000.00","406,752.00",0.93,"7,025,763",28.7,1.17,16.6,4.8,-0.1,84,18.1,77.6,1.9,20.3,1.3,3.4,14.5,799,30,"74,676",80
Peru,Peru,PE,constitutional republic,Lima,7/28/1821,12 03 S,77 03 W,"3,082,036","38,915,386","13,975,422","2,310,217","$430,300,000,000 ",2.5,"$13,500 ",19.8,2.7,"17,030,000",6.9,45.3,27.1,-3.1,25.4,2.8,4.25,16.6,"$33,410,000,000 ","$33,410,000,000 ","$56,700,000,000 ","$56,560,000,000 ","($2,414,000,000)","$44,920,000,000 ","$38,650,000,000 ","$63,830,000,000 ","$66,250,000,000 ","$98,240,000,000 ","$5,447,000,000 ","50,130,000,000","44,610,000,000","55,000,000","22,000,000","14,730,000.00",61,0,35,4,"49,000","7,995","86,060","434,900,000","166,600","250,000","62,640","65,400","12,990,000,000","7,483,000,000","5,505,000,000",0,"455,900,000,000","55,940,000.00","1,285,216.00",1.19,"31,331,228",28.4,0.94,17.6,6.1,-2.1,88,17.8,74.2,2.1,19.7,3.2,3.9,14.7,191,"1,854","140,672",95
Philippines,Philippines,PH,republic,Manila,6/12/1898,14 36 N,120 58 E,"4,163,282","115,824,982","56,956,436","3,399,291","$877,200,000,000 ",6.7,"$8,400 ",24.3,7.2,"42,780,000",5.7,44.4,15.6,-2.2,39.9,2.9,3.56,5.63,"$71,130,000,000 ","$71,130,000,000 ","$209,800,000,000 ","$352,200,000,000 ","($2,518,000,000)","$48,200,000,000 ","$89,390,000,000 ","$81,570,000,000 ","$76,180,000,000 ","$78,790,000,000 ","$47,820,000,000 ","86,590,000,000","78,300,000,000",0,0,"22,130,000.00",67,0,17,16,"13,000","16,450","211,400","138,500,000","215,500","424,000","26,710","211,400","3,058,000,000","3,143,000,000",0,0,"98,540,000,000","117,200,000.00","300,000.00",1.13,"105,893,381",23.7,1.55,23.4,6.1,-1.9,121,20.9,69.6,2.99,6.4,21.5,2.7,7.5,247,77,"216,387","1,615"
Poland,Poland,PL,republic,Warsaw,11/11/1918,52 15 N,21 00 E,"8,143,145","49,828,596","28,237,820","7,053,333","$1,126,000,000,000 ",4.7,"$29,600 ",20,7.5,"17,600,000",4.9,30.8,39.5,-1.7,50.6,2,1.5,4.8,"$260,400,000,000 ","$260,400,000,000 ","$419,700,000,000 ","$397,000,000,000 ","$1,584,000,000 ","$224,600,000,000 ","$223,800,000,000 ","$113,300,000,000 ","$241,000,000,000 ","$282,600,000,000 ","$72,870,000,000 ","156,900,000,000","149,400,000,000","12,020,000,000","14,020,000,000","38,110,000.00",79,0,2,19,"21,000","4,451","493,100","126,000,000","554,200","649,600","104,800","222,300","5,748,000,000","20,100,000,000","1,246,000,000","15,720,000,000","79,790,000,000","359,000,000.00","312,685.00",2,"38,420,687",41.1,-0.16,9.3,10.5,-0.4,2,4.4,77.9,1.36,23.1,unknown,4.6,14.8,126,"19,231","420,000",148
Portugal,Portugal,PT,republic; parliamentary democracy,Lisbon,1143,38 43 N,9 08 W,"4,831,022","11,764,106","7,629,560","3,574,047","$314,100,000,000 ",2.7,"$30,500 ",16.8,3.5,"5,233,000",8.9,33.9,42.9,-3,125.7,1.6,0,3.21,"$106,800,000,000 ","$106,800,000,000 ","$356,800,000,000 ","$59,840,000,000 ","$993,000,000 ","$61,000,000,000 ","$74,730,000,000 ","$26,110,000,000 ","$449,000,000,000 ","$185,700,000,000 ","$103,100,000,000 ","56,900,000,000","46,940,000,000","9,701,000,000","4,616,000,000","20,560,000.00",41,0,25,35,0,0,"285,200",0,"323,000","247,200","143,500","78,700",0,"6,258,000,000",0,"6,541,000,000",0,"54,970,000.00","92,090.00",1.52,"10,355,493",43.7,-0.27,8.2,10.6,-0.2,8,2.6,80.9,1.39,20.8,unknown,4.9,23.9,64,"3,075","82,900",576
Qatar,Qatar,QA,emirate,Doha,9/3/1971,25 17 N,51 32 E,"440,909","3,913,809","2,129,360","256,094","$339,500,000,000 ",1.6,"$124,100 ",50.2,3,"1,953,000",8.9,41.1,26.4,-5.8,53.8,0.4,5,4.95,"$34,710,000,000 ","$34,710,000,000 ","$246,700,000,000 ","$142,600,000,000 ","$6,426,000,000 ","$67,500,000,000 ","$30,770,000,000 ","$15,010,000,000 ","$167,800,000,000 ","$36,290,000,000 ","$59,330,000,000 ","39,780,000,000","37,240,000,000",0,0,"8,796,000.00",100,0,0,1,"1,464,000","1,150,000",0,"25,240,000,000","273,800","277,000","485,000","12,300","166,400,000,000","39,900,000,000","126,500,000,000",0,"24,070,000,000,000","114,200,000.00","11,586.00",unknown,"2,363,569",33.4,1.95,9.5,1.6,11.5,9,6,79,1.89,35.1,unknown,2.9,0.5,6,unknown,"7,039",140
Romania,Romania,RO,republic,Bucharest,5/9/1877,44 26 N,26 06 E,"3,890,000","22,550,000","12,852,696","4,780,000","$483,400,000,000 ",6.9,"$24,600 ",21.1,5.5,"8,951,000",4.9,27.3,29.3,-2.8,36.8,1.3,1.75,5.57,"$54,130,000,000 ","$54,130,000,000 ","$72,540,000,000 ","$42,240,000,000 ","($7,114,000,000)","$64,580,000,000 ","$78,120,000,000 ","$44,430,000,000 ","$95,970,000,000 ","$94,000,000,000 ","$6,822,000,000 ","61,780,000,000","49,640,000,000","11,220,000,000","4,177,000,000","23,940,000.00",47,6,29,19,"70,000","2,076","145,300","600,000,000","232,600","198,000","103,000","49,420","10,870,000,000","11,580,000,000","22,650,000","1,218,000,000","105,500,000,000","72,070,000.00","238,391.00",2.04,"21,457,116",41.6,-0.35,8.7,12,-0.2,19,9.2,75.6,1.36,22.5,unknown,3.1,18.3,45,"11,268","84,185",112
Russia,Russia,RU,federation,Moscow,8/24/1991,55 45 N,37 36 E,"31,190,855","227,341,873","108,772,470","30,872,788","$4,016,000,000,000 ",1.5,"$27,900 ",26.5,-1,"76,530,000",5.2,41.2,16.4,-1.4,15.5,3.7,10,10.55,"$255,200,000,000 ","$255,200,000,000 ","$940,400,000,000 ","$635,900,000,000 ","$35,440,000,000 ","$353,000,000,000 ","$238,000,000,000 ","$432,700,000,000 ","$539,600,000,000 ","$535,200,000,000 ","$470,900,000,000 ","1,031,000,000,000","909,600,000,000","13,130,000,000","3,194,000,000","244,900,000.00",68,11,21,1,"10,759,000","4,921,000","76,220","80,000,000,000","6,076,000","3,650,000","2,671,000","41,920","665,600,000,000","467,500,000,000","210,200,000,000","15,770,000,000","47,800,000,000,000","1,847,000,000.00","17,098,242.00",3.93,"142,122,776",39.8,-0.11,10.7,13.4,1.7,17,6.7,71.3,1.61,23.1,unknown,3.7,16.3,"1,218","87,157","1,283,387","2,625"
Rwanda,Rwanda,RW,republic,Kigali,7/1/1962,1 57 S,30 03 E,"12,333","8,819,217","3,724,678","21,780","$24,680,000,000 ",6.1,"$2,100 ",12.5,4.2,"6,227,000",2.7,50.4,21.3,-4.3,40.5,4.8,7.75,17.17,"$963,900,000 ","$963,900,000 ","$1,861,000,000 ",unknown,"($622,000,000)","$1,050,000,000 ","$1,922,000,000 ","$997,600,000 ","$3,258,000,000 ","$2,378,000,000 ","$113,200,000 ","525,000,000","527,300,000","4,000,000","42,000,000","191,000.00",42,0,51,7,0,0,0,0,0,"6,700",0,"6,628",0,0,0,0,"56,630,000,000","985,600.00","26,338.00",1.23,"12,187,400",19.2,2.3,29.8,6.3,-0.5,248,29.1,64.5,3.75,5.8,9.6,3.1,22.6,7,unknown,"4,700",unknown
Saint Kitts and Nevis,Saint Kitts and Nevis,KN,parliamentary democracy,Basseterre,9/19/1983,17 18 N,62 43 W,"17,293","76,878","39,000","16,400","$1,550,000,000 ",2.1,"$28,200 ",19.9,5,"18,170",4.5,unknown,31.9,1.7,62.9,0,6.5,9.09,"$196,100,000 ","$196,100,000 ","$721,500,000 ","$598,400,000 ","($97,000,000)","$57,400,000 ","$335,300,000 ","$365,100,000 ","$201,800,000 ",unknown,unknown,"208,000,000","193,400,000",0,0,"64,200.00",94,0,0,6,0,0,0,0,0,"1,700",0,"1,743",0,0,0,0,0,"248,100.00",261,unknown,"53,094",35.5,0.7,13,7.2,1.2,unknown,8.2,76.2,1.77,22.9,unknown,2.6,unknown,2,50,383,240
Saint Lucia,Saint Lucia,LC,parliamentary democracy,Castries,2/22/1979,14 00 N,61 00 W,"35,014","176,694","86,000","31,781","$2,542,000,000 ",3,"$14,400 ",19.4,6,"79,700",20,unknown,23.6,0.3,70.7,0.1,6.5,8.34,"$334,200,000 ","$334,200,000 ","$1,267,000,000 ",unknown,"$21,000,000 ","$185,100,000 ","$600,000,000 ","$321,800,000 ","$570,600,000 ",unknown,unknown,"369,000,000","343,200,000",0,0,"89,000.00",99,0,0,1,0,0,0,0,0,"3,100",0,"3,113",0,0,0,0,0,"437,900.00",616,unknown,"165,510",35.5,0.31,13.1,7.8,-2.2,117,10.6,78.1,1.74,19.7,2.8,3.8,46.2,2,unknown,"1,210",unknown
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,VC,parliamentary democracy and a Commonwealth realm,Kingstown,10/27/1979,13 08 N,61 13 W,"20,111","116,161","53,000","24,507","$1,265,000,000 ",0.7,"$11,500 ",12.1,2.5,"57,520",18.8,unknown,28.7,-0.6,73.8,2.2,6.5,8.75,"$190,600,000 ","$190,600,000 ","$443,000,000 ",unknown,"($116,000,000)","$48,600,000 ","$295,900,000 ","$182,100,000 ","$362,200,000 ",unknown,unknown,"157,000,000","146,000,000",0,0,"54,000.00",85,0,13,2,0,0,0,0,0,"1,620",0,"1,621",0,0,0,0,0,"226,800.00",389,unknown,"101,844",34.2,-0.23,13,7.4,-8,98,11.7,75.8,1.78,23.7,unknown,5.8,unknown,6,unknown,unknown,889
Samoa,Samoa,WS,parliamentary democracy,Apia,1/1/1962,13 49 S,171 46 W,"8,454","124,211","58,508","1,692","$1,137,000,000 ",2.5,"$5,700 ",unknown,-1.8,"50,700",5.2,unknown,28.2,-4.7,49.1,1.3,unknown,8.76,"$147,000,000 ","$147,000,000 ","$404,300,000 ",unknown,"($19,000,000)","$27,500,000 ","$89,290,000,000 ","$133,000,000 ","$447,200,000 ",unknown,unknown,"132,000,000","122,800,000",0,0,"45,000.00",48,0,23,29,0,0,0,0,0,"2,400",0,"2,363",0,0,0,0,0,"341,100.00","2,831.00",unknown,"201,316",24.8,0.61,20.2,5.4,-8.8,43,18,74.2,2.64,47.3,3.2,4.1,31.9,4,unknown,unknown,13
San Marino,San Marino,SM,republic,San Marino,9/5/0301,43 56 N,12 25 E,"15,800","38,000","17,200","12,500","$2,064,000,000 ",1.9,"$59,000 ",unknown,-1.1,"21,960",8.1,unknown,40.6,-2.9,24.1,1,unknown,5.92,"$1,326,000,000 ","$4,584,000,000 ","$8,822,000,000 ",unknown,$0 ,"$3,827,000,000 ","$2,551,000,000 ","$392,000,000 ",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,61,unknown,"33,779",44.7,0.7,8.6,8.8,7.2,unknown,4.3,83.4,1.51,unknown,unknown,3,27.4,unknown,unknown,292,unknown
Sao Tome and Principe,Sao Tome and Principe,ST,republic,Sao Tome,7/12/1975,0 20 N,6 44 E,"5,569","173,646","50,000","1,479","$686,000,000 ",3.9,"$3,200 ",18.7,5,"72,600",12.2,30.8,26.2,-2.4,88.4,5.7,16,19.61,"$75,380,000 ","$75,380,000 ","$96,030,000 ",unknown,"($32,000,000)","$15,600,000 ","$127,700,000 ","$58,950,000 ","$292,900,000 ","$469,500,000 ","$3,980,000 ","66,000,000","61,380,000",0,0,"18,100.00",88,0,11,1,0,0,0,0,0,"1,000",0,"1,027",0,0,0,0,0,"148,100.00",964,unknown,"204,454",18.7,1.66,31.5,6.7,-8.2,130,44.1,65.7,4.11,12.4,8.8,4.9,20.8,2,unknown,unknown,15
Saudi Arabia,Saudi Arabia,SA,monarchy,Riyadh,9/23/1932,24 39 N,46 42 E,"3,619,352","40,210,965","20,768,456","2,498,692","$1,775,000,000,000 ",-0.9,"$54,500 ",30.1,-2.4,"13,800,000",6,45.9,26.4,-8.9,17.2,-0.9,2.5,8.3,"$312,600,000,000 ","$312,600,000,000 ","$267,100,000,000 ","$421,100,000,000 ","$15,230,000,000 ","$221,100,000,000 ","$119,300,000,000 ","$496,400,000,000 ","$205,100,000,000 ","$264,600,000,000 ","$56,090,000,000 ","324,100,000,000","296,200,000,000",0,0,"82,940,000.00",100,0,0,0,"10,425,000","7,341,000",0,"266,200,000,000","2,476,000","3,287,000","1,784,000","609,600","109,300,000,000","109,300,000,000",0,0,"8,619,000,000,000","657,100,000.00","2,149,690.00",8.78,"33,091,113",29.9,1.63,15.6,3.3,4.1,17,12.1,75.7,2.04,35.4,unknown,unknown,24.2,214,"5,410","221,372",380
